_id,_time_c,_time_u,location,date,type,competition,face,distance,distance_units,maxshotsinserie,maxseries,bowsetup_id,arrowset_id,sightadviceaccept_shot_id,meteo_weather,meteo_wind,meteo_winddir,notes,unrecorded_volume,unrecorded_score,time_prep,time_shoot,time_warn,forced_end,archived,_aid
932,1686150130,1686150130,kjss outdoor,1686096000,1,0,10,70.0,0,1,81,9,8,,1.0,2.0,,"zeer goed gevoel vandaag, korte (laag intensieve) maar goede training

3x11 opw
kaartje
2x11
kaartje
5x11 uitschieten

zwarte CTH tab",81,,,,,,0,r1iJvHbkTs7K
933,1686209929,1686209929,Herentals,1686182400,1,0,10,70.0,0,6,6,9,8,,1.0,1.0,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
934,1686242166,1686242166,Herentals,1686182400,1,0,10,70.0,0,1,164,9,8,,1.0,2.0,,frustrerend dat het soms minder ging,164,,,,,,0,r1iJvHbkTs7K
935,1686300850,1686303046,kjss outdoor,1686268800,1,2,10,70.0,0,6,6,9,8,,1.0,3.0,,"andere pijlen!!

ksl veren getest op andere pijlen van sjef wel zelfde lengte 350


zwarte CTH tab",,,,,,,0,r1iJvHbkTs7K
936,1686311211,1686311217,kjss outdoor,1686268800,1,0,10,70.0,0,1,174,9,8,,1.0,2.0,,"moeilijk gestart maar dat was met andere veren. gele veren ging wel ok beetje zoals gisteren soms minder soms goed

zwarte CTH tab",184,,,,,,0,r1iJvHbkTs7K
937,1686557368,1686557381,jabbeke,1686441600,12,1,10,60.0,0,6,0,9,8,,,,,Proefpijlen,15,,,,,,0,r1iJvHbkTs7K
938,1686557368,1686557429,jabbeke,1686441600,12,1,10,90.0,0,6,6,9,8,,1.0,2.0,,kwam moeilijk op gang. in proefpijlen zat het nog wel redelijk goed in groep maar eerste paar rondes moeilijk geel raken en snel 6,,302.0,,,,,0,r1iJvHbkTs7K
939,1686557368,1686557472,jabbeke,1686441600,12,1,10,70.0,0,6,6,9,8,,1.0,2.0,,53 en 1 slechte ronde van 50 alles te hoog (teveel op vingers en elleboog niet in hoek naar achteren. hierop gelet en direct beter en groepen!,,330.0,,,,,0,r1iJvHbkTs7K
940,1686557368,1686557500,jabbeke,1686441600,12,1,11,50.0,0,3,12,9,8,,1.0,3.0,,kon eigenlijk wel beter. moeilijke afstand,,330.0,,,,,0,r1iJvHbkTs7K
941,1686557368,1686557538,jabbeke,1686441600,12,1,11,30.0,0,3,12,9,8,,1.0,4.0,,veel 9s dus duurde even voor 30ers maar uiteindelijk wel het goede ritme gevonden. iets meer wind maar geen invloed,,350.0,,,,,0,r1iJvHbkTs7K
942,1686647430,1686647430,Herentals,1686614400,1,0,10,70.0,0,6,6,9,8,,1.0,2.0,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
943,1686651124,1686651130,Herentals,1686614400,1,0,10,70.0,0,1,121,9,8,,1.0,2.0,,"zwarte CTH tab

opnames masterproef Niels",124,,,,,,0,r1iJvHbkTs7K
944,1686655919,1686655919,Herentals,1686614400,1,0,10,70.0,0,6,6,9,8,,1.0,2.0,,,,,,,,,0,r1iJvHbkTs7K
945,1686658900,1686659792,Herentals,1686614400,1,0,10,70.0,0,1,29,9,8,,1.0,2.0,,zwarte CTH tab,48,,,,,,0,r1iJvHbkTs7K
946,1686762114,1686762114,kjss outdoor,1686700800,1,0,10,70.0,0,1,162,9,8,,1.0,3.0,,zwarte CTH tab,162,,,,,,0,r1iJvHbkTs7K
947,1686817283,1686817283,Herentals,1686787200,1,0,10,70.0,0,9,4,9,8,,1.0,1.0,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
948,1686825325,1686825624,Herentals,1686787200,1,0,10,70.0,0,1,212,9,8,,1.0,1.0,,"Ging goed vandaag.

Let op: Ankering goed tegen kaakbeen onder drukken (...en laden in rug over schouder pivoteren)
-> hoge schoten 8/7 zijn er uit

(doorheen kaartje ontdekt want hier was 1 ronde slecht door hoogte) 

=> Ging goed, compacte groepen veel 10en

zwarte CTH tab",223,,,,,,0,r1iJvHbkTs7K
949,1686925209,1686925602,kjss outdoor,1686873600,1,0,10,80.0,0,1,153,9,8,,1.0,1.0,,"getest tabs, zie bevindingen

groene CTH tab fietsband vs zwarte CTH tab

groene is precies makkelijker om hoek 3e vinger te houden, zwarte helpt met schuiven. je ziet het ook 2 lijnen.

even met groene geschoten omdat bij ronde per ronde wisselen de groepen toch net iets beter waren. en ging wel goed. heel af en toe ook wel hoog uitgekomen maar komt vgm door contactverlies vanachter bij lossen",153,,,,,,0,r1iJvHbkTs7K
950,1686991085,1686997543,kjss outdoor,1686960000,1,0,10,70.0,0,1,10,9,8,,1.0,2.0,,"gele CTH tab vandaag. eerste ronde direct zeeeer goed dus kan niet slecht zijn!

goed gevoel vandaag!

groep zit gelijk aan groene CTH tab fietsband",120,,,,,,0,r1iJvHbkTs7K
951,1686991352,1686994422,kjss outdoor,1686960000,1,0,10,70.0,0,6,6,9,8,,1.0,2.0,,"gele CTH tab

goed gevoel vandaag!",,,,,,,0,r1iJvHbkTs7K
952,1687077581,1687077588,Juprelle,1687046400,1,1,10,70.0,0,6,0,9,8,,,,,Proefpijlen,12,,,,,,0,r1iJvHbkTs7K
953,1687077581,1687077634,Juprelle,1687046400,1,1,10,70.0,0,6,6,9,8,,1.0,1.0,,"goed gevoel, sterke schoten 1x 53 beetje L hoog afgeweken wss contact verlies vanachter

gele CTH tab",,336.0,,,,,0,r1iJvHbkTs7K
954,1687077581,1687084190,Juprelle,1687046400,1,1,10,70.0,0,6,6,9,8,,1.0,1.0,,"waren goede omstandigheden alleen minder focus en hierdoor veel 53 52 54 met telkens 1 of 2 slecchte pijlen soms ook slecht weggeschoten 7 en 8en. de rest zat er vaak wel in alleen weinig 10en

gele CTH tab",,318.0,,,,,0,r1iJvHbkTs7K
955,1687107229,1687107229,Juprelle,1687046400,1,1,10,70.0,0,1,60,9,8,,1.0,3.0,,"finalerondes.

goed in bye rondes, redelijk oke daarna alleen bij match tegen jelle soms wat geforceerd vanachter. nadien teruggevonden en gouden finale tegen jurgen mooi geeindigd met 28 28 29",60,,,,,,0,r1iJvHbkTs7K
956,1687376440,1687597348,Krakau,1687305600,1,0,10,70.0,0,1,100,9,8,,1.0,1.0,,"warm,

gele CTH tab

familiarisation moment ging goed, wel jammer direct zonder opwarming (organisatorisch slecht geregeld)

ging ok soms wel terug weer wat hoog uitkomen maar is in los",100,,,,,,0,r1iJvHbkTs7K
957,1687376517,1687597353,Krakau,1687305600,1,0,10,70.0,0,1,81,9,8,,1.0,1.0,,"2e sessie, met 9 pijlen ging wel ok op paar pijlen na. alles bleef wel binnen 8.8. beetje weinig 10en maar was door gevoel dat er nog niet perfect in zit.

gewoon schieten!",81,,,,,,0,r1iJvHbkTs7K
958,1687442829,1687597358,Krakau,1687392000,1,0,10,70.0,0,1,144,9,8,,1.0,2.0,,"gele CTH tab

losschieten gevoel wat zoeken sterk blijven ankeren en doorwerken met hele lijn",144,,,,,,0,r1iJvHbkTs7K
959,1687501045,1687501045,Krakau,1687478400,1,1,10,70.0,0,6,6,9,8,,1.0,2.0,,kwalificatie ronde 1,,,,,,,0,r1iJvHbkTs7K
960,1687509135,1687597319,Krakau,1687478400,1,1,10,70.0,0,6,6,9,8,,1.0,2.0,,2e ronde kwalificatie,,,,,,,0,r1iJvHbkTs7K
961,1687598612,1687598612,Herentals,1679702400,1,1,10,70.0,0,6,6,9,8,,3.0,3.0,,,,315.0,,,,,0,r1iJvHbkTs7K
962,1687598638,1687598638,Herentals,1679702400,1,1,10,70.0,0,6,6,9,8,,3.0,4.0,,,,322.0,,,,,0,r1iJvHbkTs7K
963,1687598656,1687598656,Herentals,1679702400,1,1,10,70.0,0,6,6,9,8,,3.0,3.0,,,,328.0,,,,,0,r1iJvHbkTs7K
964,1687598684,1687598684,Herentals,1679702400,1,1,10,70.0,0,6,6,9,8,,3.0,3.0,,,,314.0,,,,,0,r1iJvHbkTs7K
965,1687673381,1687673381,Krakau,1687564800,1,0,10,70.0,0,1,130,9,8,,1.0,2.0,,"gele CTH tab

ging ok, goed vooraan blijven bewegen",130,,,,,,0,r1iJvHbkTs7K
966,1687689957,1687689957,Krakau,1687651200,1,0,10,70.0,0,1,158,9,8,,1.0,2.0,,"goeie training begin ok, midden wat minder maar...

op het einde terug gevonden en ging weer goed, veel 10en en beter dan start. 

!!! letten op hoe de los moet verlopen en waar je eindigd (langs kaak tot achter oor.) wachten op klik en gebeurt vanzelg naar het midden",158,,,,,,0,r1iJvHbkTs7K
967,1687959769,1687959769,Krakau,1687824000,1,0,10,70.0,0,1,298,9,8,,1.0,2.0,,"gele CTH tab

aanpassing sneller naar gezicht toe komen en ankerpositie als puzzel",298,,,,,,0,r1iJvHbkTs7K
968,1687959845,1687959845,Krakau,1687737600,1,0,10,70.0,0,1,100,9,8,,1.0,3.0,,"opwarming voor eliminatieronde 1/16e

gele CTH tab",100,,,,,,0,r1iJvHbkTs7K
969,1687959987,1687959999,Krakau,1687737600,1,1,10,70.0,0,1,15,9,8,,1.0,4.0,,"1/16e tegen nicolas Bernardi

eerste ronde: heel veel stress en trillen (raar?)
ging wel weg in 2e ronde

2e ronde had ik het wat terug

nadien pijlen bleven L vliegen in de 8 / 9 terwijl verstellen en zat allemaal wat rondom rond. niet genoeg",15,,,,,,0,r1iJvHbkTs7K
970,1687960263,1687960284,Krakau,1687910400,1,0,10,70.0,0,1,300,9,8,,1.0,4.0,,"ging wel goed, nieuwe techniek intrainen in 2 sessies

vooraan indraaien met hele arm(elleboog kantelen) ankeren en nog puntje doorwerken. los langs kaak naar achter en afwerken in lijn naar midden toe


op het einde veel wind en fouten (niet sterk genoeg naar het middan) zaten L 7/8",300,,,,,,0,r1iJvHbkTs7K
971,1688119275,1688119275,kjss outdoor,1688083200,1,0,10,70.0,0,1,72,9,8,,1.0,2.0,,"gele cth tab

opwarmen en techniek herhalen",72,,,,,,0,r1iJvHbkTs7K
972,1688119320,1688501525,kjss outdoor,1688083200,1,2,10,30.0,0,1,24,9,8,,1.0,4.0,,"kale getuned want zat L onder in blauw op 40cm op 7u

aanpassingen:
+ 1/4toer boven en onder 18.65 boven en onder tiller 0 23.5 achterkant pees, nu 47.2 lbs
nokpunt 1mm verlaagd van 14 naar 13
=> kale zit erbij

finetune:
drukpunt + 1Toer
=> precies betere groep",24,,,,,,0,r1iJvHbkTs7K
973,1688119338,1688501395,kjss outdoor,1688083200,1,0,10,70.0,0,1,15,9,8,,1.0,2.0,,"gele CTH tab

aandacht op techniek:
kijken
indraaien
in 1 keer naar ankerpunt
los langs kaak 
narichten richting x",145,,,,,,0,r1iJvHbkTs7K
974,1688119395,1688120289,kjss outdoor,1688083200,1,2,10,70.0,0,12,3,9,8,,1.0,3.0,,"met aanpassingen eens kijken welke score

letten op techniek terwijl

gele CTH tab",,,,,,,0,r1iJvHbkTs7K
975,1688203285,1688205194,kjss outdoor,1688169600,1,2,10,70.0,0,6,6,9,8,,4.0,6.0,,"gele CTH tab

nieuwe afstelling en grip test",,,,,,,0,r1iJvHbkTs7K
976,1688209464,1688209464,kjss outdoor,1688169600,1,0,10,70.0,0,1,150,9,8,,4.0,5.0,,"gele CTH tab

gelet op texhniek met 15p

op het einde wel terug zeer goed met dichte groepjes en veel 10en",150,,,,,,0,r1iJvHbkTs7K
977,1688384634,1688389916,kjss outdoor,1688342400,1,0,10,70.0,0,1,210,9,8,,3.0,8.0,3.0,"Zwarte CTH tab terug genomen en wat voorgekneed dat het terug soepel werd. terug zeer goed en harde stukken zijn eruit.

ondanks de vele wind zat het zeer goed in mooie groepjes. schieten voelde ook heel stabiel en stevig aan. voorhand met afwerken bepaald waar pijl zit bij windstil.

ontspannen maar sterk

peeshoogte 23.5 akp",210,,,,,,0,r1iJvHbkTs7K
978,1688386105,1688387292,kjss outdoor,1688342400,1,0,10,70.0,0,9,4,9,8,,3.0,8.0,3.0,"zwarte CTH tab

321 lijkt mij ok in deze wind, was lastig schieten!

ik denk dat dit gelijk staat aan een goeie 330",,,,,,,0,r1iJvHbkTs7K
979,1688387659,1688389101,kjss outdoor,1688342400,1,0,10,70.0,0,9,4,9,8,,3.0,8.0,3.0,"zwarte CTH tab

laatste ronde veel 8L waar ik tegen stak",,,,,,,0,r1iJvHbkTs7K
980,1688389937,1688391049,kjss outdoor,1688342400,1,0,10,70.0,0,1,36,9,8,,3.0,8.0,,"4x9p

aandacht op nieuwe techniek, goede groepjes ondanks wind",36,,,,,,0,r1iJvHbkTs7K
981,1688458521,1688458521,Herentals,1688428800,1,0,10,70.0,0,9,4,9,8,,1.0,3.0,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
982,1688470659,1688470659,Herentals,1688428800,1,0,10,70.0,0,9,4,9,8,,3.0,2.0,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
983,1688501109,1688501109,Herentals,1688428800,1,0,10,70.0,0,1,165,9,8,,2.0,3.0,,"sessie 1 

ging wel ok. sommige pijlen echt goed maar soms nog wat lichtjes afdwalen 8/7",165,,,,,,0,r1iJvHbkTs7K
984,1688501196,1688501210,Herentals,1688428800,1,0,10,70.0,0,1,15,9,8,,2.0,1.0,,"sessie 2

ging beter dan eerste sessie, terug soepel ontspannen maar strak en sterk schieten en richting doel. achterhand maakt minder uit dan sterke voorhand precies",75,,,,,,0,r1iJvHbkTs7K
985,1688548761,1688549809,kjss outdoor,1688515200,1,0,10,70.0,0,1,120,9,8,,2.0,8.0,3.0,"zwarte CTH tab

mega veel wind,

geen referentie maar ging wel tamelijk. soms ging klikker te snel met bewegen en dan zat er een slechte pijl bij maar over het algemeen binnen 7",135,,,,,,0,r1iJvHbkTs7K
986,1688548813,1688549390,kjss outdoor,1688515200,1,0,0,5.0,0,1,45,9,8,,2.0,8.0,3.0,veel wind daarom wat afgewisseld 70m-5m-70m-5m-70m-5m,60,,,,,,0,r1iJvHbkTs7K
987,1688639684,1688639684,Herentals,1688601600,1,0,10,70.0,0,1,218,9,8,,2.0,1.0,,"zwarte CTH tab

meer alles vooraangedeelte richting doel (knik in heup) levert betere groepen en minder hoge uitschieters op",218,,,,,,0,r1iJvHbkTs7K
988,1688645488,1688645488,Herentals,1688601600,1,0,10,70.0,0,1,100,9,8,,2.0,1.0,,"10x10p focus op techniek

voorste stuk indraaien richting doel, anker in 1 beweging en geen knik heup",100,,,,,,0,r1iJvHbkTs7K
989,1688719694,1688723003,kjss outdoor,1688688000,1,0,10,70.0,0,1,105,9,8,,1.0,2.0,,"rustig geschoten met veel tussen pauze 21p met focus aandachtig op iedere pijl afzonderlijk.

goed gevoel, letten op anadacjtspunten van gisteren (knik heup, alles richting doel leunen en indraaien voorop met los langs kaak)

boog lijkt afzonderlijk te werken en zijn ding te doen terwijl ik zelf heel sterk aanvoel en goed kan blijven staan/narichten

beweging van gisteren op vizierkorrel is er vandaag wel uit, kan stil houden op geel, doorwerken klik, los en mooie afwerking. goede groepen! 

zwarte CTH tab",168,,,,,,0,r1iJvHbkTs7K
990,1688739713,1688739713,kjss outdoor,1688688000,1,0,10,70.0,0,1,108,9,8,,1.0,2.0,,"sessie 2 

ging zoals 1e al redelijk goed vanaf begin, aandacht op techniek zie eerste sessie pijl per pijl series van 21p

voelde sterk en stil aan, mooi in lijn blijven is belangrijk

zwarte CTH tab",108,,,,,,0,r1iJvHbkTs7K
991,1689015580,1689104664,thuis,1688947200,1,0,0,5.0,0,1,0,9,8,,6.0,,,met rekker,100,,,,,,0,r1iJvHbkTs7K
992,1689065488,1689065488,Herentals,1689033600,1,0,10,70.0,0,9,4,9,8,,1.0,2.0,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
993,1689080493,1689080763,Herentals,1689033600,1,0,10,70.0,0,1,310,9,8,,1.0,2.0,,"tabje onderaan iets meer naar binnen en ankerplaatje iets meer naar rechts op been zetten ipv met meer op been.

NIET overdrijven met omhoog te drukken in kaak

zwarte CTH tab",274,,,,,,0,r1iJvHbkTs7K
994,1689094078,1689094078,kjss outdoor,1689033600,1,0,10,70.0,0,1,90,9,8,,2.0,3.0,,zwarte CTH tab rustig uitschieten,90,,,,,,0,r1iJvHbkTs7K
995,1689168048,1689173792,kjss outdoor,1689120000,1,0,10,70.0,0,1,0,9,8,,2.0,6.0,,"zwarte CTH tab nieuw leer inschieten. 

ging best goed, eerste ronde al compacte groep, is wel echt beter. eerste 3 pijlen kwamen heel R uit in het blauw. mss ookwel door wat wind van L

ging wel goed, beter dan gisteren. eerste rondes terug goeie sterke gevoel en gaat de goeie kant terug op met zeer compacte groepen.

boog zat ook vrij in hand en springt mooi naar midden (vooraan dus wat stiller en sterker vandaag)",160,,,,,,0,r1iJvHbkTs7K
996,1689246381,1689247528,Herentals,1689206400,1,0,10,70.0,0,1,0,9,8,,4.0,1.0,,"goede training, goed en sterk gevoel.

iets letten op hand iets meer buiten. indraaien. in 1 beweging naar ankering die niet ""mega vast"" zit, raken en voelen. bewegen naar midden en kort op de punt was in orde (wietse heeft goeie video) 

vanuit rust en borst niet naar boven (geen aandachtspunt perse)

zwarte CTH tab nieuw leer",234,,,,,,0,r1iJvHbkTs7K
997,1689325973,1689325973,kjss outdoor,1689292800,1,0,10,70.0,0,1,22,9,9,,1.0,1.0,,opwarming,22,,,,,,0,r1iJvHbkTs7K
998,1689325997,1689325997,kjss outdoor,1689292800,1,2,10,70.0,0,11,10,9,9,,1.0,1.0,,100grains plot,,,,,,,0,r1iJvHbkTs7K
999,1689338588,1689338588,kjss outdoor,1689292800,1,0,10,70.0,0,1,22,9,10,,1.0,2.0,,"opwarmen, vizier gezakt naar 6.55 met 120grains ipv 6.3 met 100grains",22,,,,,,0,r1iJvHbkTs7K
1000,1689338637,1689338637,kjss outdoor,1689292800,1,2,10,70.0,0,11,10,9,10,,1.0,2.0,,"120grains, gevoel in opwarmen dat het makkelijk groept, maar is maar 2 rondes...

zwarte CTH tab",,,,,,,0,r1iJvHbkTs7K
1001,1689407409,1689407409,kjss outdoor,1689379200,1,0,10,70.0,0,1,23,9,9,,1.0,,,"opwarmen.

Zwarte CTH tab: 
wondje ging open van tab. (vaker problemen mee afgelopen tijd)
tapeke op tafeltje en leer geplakt en tab is beter, geen geschuur, vast ankeren en hierdoor dichte groep. kan toeval zijn maar groep was echt in orde erna",23,,,,,,0,r1iJvHbkTs7K
1002,1689407866,1689416221,kjss outdoor,1689379200,1,2,10,70.0,0,11,10,9,9,,1.0,,,"zwarte CTH tab

338 na 36p

goed gevoel vandaag. 1 mindere ronde met veel rondom ik de 8 waar zeker verbetering in zit",,,,,,,0,r1iJvHbkTs7K
1003,1689582729,1689587526,Herentals,1689552000,1,0,10,70.0,0,1,0,9,9,,1.0,,,"heel belangrijk doorheen training ontdekt:

- meer op schouderblad rechts achter laden!
- niet schuiven in grip want komt uit rechtsboven

resultaat: veel agressiever schot en boog beweegt in lijn naar midden. minder zenuwachtig mikken en betere timing

zat in het begin wat breed en schoof ook wat in grip waardoor Uitwijk naar rechtsboven. zat midden training ofwel L ofwel R groepjes 9/8 maar met aanpassing alles Centraal en dikke groepen met veel 10en zoals vroeger. 


zwarte CTH tab",144,,,,,,0,r1iJvHbkTs7K
1004,1689582744,1689584058,Herentals,1689552000,1,0,10,70.0,0,9,4,9,9,,1.0,,,"laatste ronde was heel slecht


zwarte CTH tab",,,,,,,0,r1iJvHbkTs7K
1005,1689594235,1689594732,Herentals,1689552000,1,0,10,70.0,0,1,88,9,9,,1.0,,,"zwarte CTH tab

namiddagsessie 

gelet op anadachtspunten VM",110,,,,,,0,r1iJvHbkTs7K
1006,1689758951,1689787216,Herentals,1689638400,1,0,10,70.0,0,1,175,9,11,,1.0,1.0,,"afstelsessie met Sjef en Rick, 

drukpunt verandert
Druk iets af (met andere drukpunt, grijze) halve pijl buiten (ongeveer gezet zoals zwarte)",175,,,,,,0,r1iJvHbkTs7K
1007,1689766230,1689852902,Herentals,1689724800,1,2,10,70.0,0,9,4,9,11,,3.0,2.0,,test grijs drukpunt aanpassing sjef en rick,,,,,,1.0,0,r1iJvHbkTs7K
1008,1689768668,1689768668,Herentals,1689724800,1,2,10,70.0,0,9,8,9,11,,2.0,2.0,,drukpunt CS 1/4 meer buiten gelegd. rare is dat groep niet is verplaatst en vizier zelfde blijft staan.,,,,,,,0,r1iJvHbkTs7K
1009,1689788975,1689788991,Herentals,1689724800,1,0,10,70.0,0,1,144,9,11,,1.0,2.0,,"Zwarte CTH tab

inschieten en trainen op techniek 9p

ochtendsessie",144,,,,,,0,r1iJvHbkTs7K
1010,1689789030,1689792787,Herentals,1689724800,1,0,10,70.0,0,1,19,9,11,,2.0,2.0,,"avondsessie en losse pijlen namiddag (langs plots heen)

zwarte CTH tab",58,,,,,,0,r1iJvHbkTs7K
1011,1689849919,1689852958,Herentals,1689811200,1,0,10,70.0,0,1,100,9,11,,2.0,2.0,,"voormiddagsessie

goed gevoel, veel 10 en x groot aandeel in team matchen en S/o X 10 9 9 9",100,,,,,,0,r1iJvHbkTs7K
1012,1689852925,1689852925,Herentals,1689811200,1,0,10,70.0,0,9,4,9,11,,1.0,1.0,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
1013,1689852949,1689855803,Herentals,1689811200,1,0,10,70.0,0,1,9,9,11,,2.0,2.0,,"namiddagsessie

letten op techniek en kleine opmerking: hoofd niet meenemen naar achter met ankering (is maar miniem)",63,,,,,,0,r1iJvHbkTs7K
1014,1689857673,1689858082,Herentals,1689811200,1,0,10,90.0,0,1,18,9,11,,1.0,1.0,,ging redelijk goed,27,,,,,,0,r1iJvHbkTs7K
1015,1690022282,1690116275,Veerle,1689984000,12,1,10,90.0,0,6,0,9,11,,,,,Proefpijlen,12,,,,,,0,r1iJvHbkTs7K
1016,1690022282,1690116275,Veerle,1689984000,12,1,10,90.0,0,6,6,9,11,,2.0,5.0,,"niet zo goed, misser door slecht schot en 4 zonder rede mss wind",,284.0,,,,,0,r1iJvHbkTs7K
1017,1690022282,1690116275,Veerle,1689984000,12,1,10,70.0,0,6,6,9,11,,2.0,5.0,,"grote groep, moeite met 10/geel te raken",,310.0,,,,,0,r1iJvHbkTs7K
1018,1690022282,1690116375,Veerle,1689984000,12,1,11,50.0,0,3,12,9,11,,,,,,,309.0,,,,,0,r1iJvHbkTs7K
1019,1690022282,1690116335,Veerle,1689984000,12,1,11,30.0,0,3,12,9,11,,,,,,,346.0,,,,,0,r1iJvHbkTs7K
1020,1690116422,1690116427,veerle,1690070400,12,1,10,60.0,0,6,0,9,11,,,,,Proefpijlen,18,,,,,,0,r1iJvHbkTs7K
1021,1690116422,1690116902,veerle,1690070400,12,1,10,90.0,0,6,6,9,11,,4.0,8.0,,"zeer veel harde windstoten. opzich was het dus nog kiet zo slecht, 5ptn minder dan gisteren",,279.0,,,,,0,r1iJvHbkTs7K
1022,1690116422,1690116942,veerle,1690070400,12,1,10,70.0,0,6,6,9,11,,3.0,8.0,,"veel wind maar kon er nu precies beter doorschieten. snelle en vlotte timing, vizier zat er goed op en techniek was soepel en voelde zeer sterk en goed",,319.0,,,,,0,r1iJvHbkTs7K
1023,1690116422,1690125172,veerle,1690070400,12,1,11,50.0,0,3,12,9,11,,2.0,8.0,,"heel veel wind, veel moeite met 10 en 9s kon het midden noet vinden en lastig en te zenuwachtig schieten m. ook misser geschoten door verschieten klikker buurman.

zeer slechte ronde en dit heeft veel punten verloren!",,289.0,,,,,0,r1iJvHbkTs7K
1024,1690116422,1690125021,veerle,1690070400,12,1,11,30.0,0,3,12,9,11,,2.0,8.0,,"heel veel wind, lastig schieten maar ging wel weer beter dan 50, ook qua gevoel",,342.0,,,,,0,r1iJvHbkTs7K
1025,1690278324,1690292858,kjss outdoor,1690243200,1,0,10,70.0,0,1,12,9,9,,2.0,2.0,,opwarmen,68,,,,,,0,r1iJvHbkTs7K
1026,1690279113,1690280644,kjss outdoor,1690243200,1,0,10,70.0,0,6,6,9,9,,2.0,2.0,,"zwarte CTH tab

onbegrijpelijk hoe het van echt goed naar geen idee waarom het L R vliegt zonder al te grote fouten kan gaan...

verkloot in laatste rondes, verder is deze setup wel goed! geen rekening mee houden dus",,,,,,,0,r1iJvHbkTs7K
1027,1690281258,1690282691,kjss outdoor,1690243200,1,0,10,70.0,0,6,6,9,9,,2.0,3.0,,ongelooflijk... begrijp er niks van,,,,,,,0,r1iJvHbkTs7K
1028,1690283135,1690283135,kjss outdoor,1690243200,1,0,10,70.0,0,11,1,9,9,,2.0,3.0,,off course ging het na de scorekaart weer mega goed zoals in het begin bij opwarmen en start van kaartjes... typisch,,,,,,,0,r1iJvHbkTs7K
1029,1690292893,1690295862,kjss outdoor,1690243200,1,0,10,70.0,0,3,12,9,9,,3.0,7.0,,"namiddag:

matchtraining

raar dat het met meer wind beter ging. maar uiteindelijk waren het steeds de laatste 2 rondes die het slecht deden aflopen",,,,,,,0,r1iJvHbkTs7K
1031,1690358681,1690360573,Herentals,1690329600,1,0,10,70.0,0,9,4,9,11,,2.0,1.0,,"met 3x3p geschoten 


x telt als 2 
10 telt als 1

= 14ptn",,,,,,,0,r1iJvHbkTs7K
1032,1690360598,1690485303,Herentals,1690329600,1,0,10,70.0,0,1,0,9,11,,2.0,1.0,,,238,,,,,,0,r1iJvHbkTs7K
1033,1690360650,1690360650,Herentals,1690329600,1,0,10,70.0,0,6,6,9,11,,2.0,2.0,,"6x6 

doel: score van daarnet met 3x3 proberen verbeteren (332)",,,,,,,0,r1iJvHbkTs7K
1034,1690393605,1690393605,Herentals,1690329600,1,0,10,70.0,0,6,6,9,11,,2.0,1.0,,,,,,,,,0,r1iJvHbkTs7K
1035,1690443508,1690443508,Herentals,1690416000,1,0,10,70.0,0,6,6,9,11,,4.0,1.0,,,,,,,,,0,r1iJvHbkTs7K
1036,1690445369,1690457487,Herentals,1690416000,1,0,10,70.0,0,1,9,9,11,,4.0,1.0,,opwarmen en bijschieten ochtendsessie,110,,,,,,0,r1iJvHbkTs7K
1037,1690457465,1690464660,Herentals,1690416000,1,0,10,70.0,0,1,0,9,11,,4.0,1.0,,opwarmen en bijschieten namiddagsessie,88,,,,,,0,r1iJvHbkTs7K
1038,1690457922,1690457922,Herentals,1690416000,1,0,10,70.0,0,3,12,9,11,,4.0,2.0,,3 x 3 tussendoor 2p team,,,,,,,0,r1iJvHbkTs7K
1039,1690546563,1690547751,kjss outdoor,1690502400,1,0,10,70.0,0,21,5,9,12,,2.0,3.0,,vizier laten staan,,,,,,,0,r1iJvHbkTs7K
1040,1690548994,1690548994,kjss outdoor,1690502400,1,0,10,70.0,0,1,11,9,12,,2.0,3.0,,inschieten zwarte CTH tab ging goed,11,,,,,,0,r1iJvHbkTs7K
1041,1690623361,1690623373,Herentals,1690588800,1,0,10,70.0,0,1,0,9,12,,3.0,3.0,,"rustig schieten, beetje teams geoefend met jurgen en julie",52,,,,,,0,r1iJvHbkTs7K
1042,1690809266,1690881968,berlijn,1690848000,1,1,10,70.0,0,6,0,9,12,,,,,Proefpijlen,18,,,,,,0,r1iJvHbkTs7K
1045,1690809345,1690809345,berlijn,1690761600,1,0,10,70.0,0,1,32,9,12,,4.0,,,"losschieten, ging goed van in begin, pijlen zaten goed gegroepeerd in het midden korte sessie",32,,,,,,0,r1iJvHbkTs7K
1046,1690874742,1690885001,berlijn,1690848000,1,1,10,70.0,0,6,6,9,12,,3.0,4.0,,ronde 1,,,,,,,0,r1iJvHbkTs7K
1047,1690884992,1692347002,berlijn,1690848000,1,1,10,70.0,0,6,6,9,12,,4.0,5.0,,"ronde 2, vergeten plotten",,314.0,,,,,0,r1iJvHbkTs7K
1048,1690971195,1690971262,berlijn,1690934400,1,0,10,70.0,0,1,0,9,12,,1.0,5.0,9.0,,123,,,,,,0,r1iJvHbkTs7K
